Name,Cost,Attachments,URL,Calibers,WeightInOz,Demo,Type,Kind,Notes,Combo,Combo Cost,Builds,Requests,Donations,Created By,Created,Last Modified By,Last Modified,ProductCode,Id,Roles
AR45 80% Lower Receiver (Gen II) | wolfpack-armory,,Social media image from www.wolfpackarmory.com on 2023-07-07 at 6.23.23 PM.jpeg (https://v5.airtableusercontent.com/v1/19/19/1690689600000/83P6GOx7Mgdkp9970f4D2w/X-ZqFBUibIUhz1u-QVyknly5C45VTaAh71wxi8ADYHlpfP2sfwN5NQ9WsQVV8MsEcHojedY9-79tPXBiTcJ-xT5nC2BMaWAUrAlxVLrgn5eADzPtuGoiva4UIV3FdH33WY1CK00S3BcL7UMAE7NAHWu1W65baKtXcqrk5ItS6H0/F--zNz2PlWPQoFKIYpyQSooPBeGcCYKo58kJNlDT1wk),https://www.wolfpackarmory.com/product-page/cerakoted-ar45-80-lower-receiver,,,,,,,,$0.00,,,,Nicholas Preston,7/7/2023 6:23pm,Nicholas Preston,7/7/2023 6:23pm,,985,
N-Vision Nox 18mm Thermal Monocular – Outdoor Legacy,"$6,100.00",Social media image from outdoorlegacygear.com on 2023-07-03 at 1.34.33 AM.jpeg (https://v5.airtableusercontent.com/v1/19/19/1690689600000/qIjmYDdtJYqGkjxwMvOIQg/MxWOXOx6OZj-Q8Phv6vA9Rly_VTe4nNMKkn0IsZWY9pCEXYSeUx5_E2H-1hz0qYUE0v1lfvn5C9TVQ6qAIYiom-PJ1fr4xBgQ8eNTKZT_Nzqxqz6m-9fYZklAbtg8231wEll4y9o9GJusXHgPn4HQo0yDZ1NFBKbNJTPqJnKHoQ/oCAJH_P71l4F8auLv2SgzpNgdSgIFSV98BPoDDskwTw),https://outdoorlegacygear.com/products/n-vision-nox-18mm-thermal-monocular?variant=32622789984330,,,,,,,,$0.00,,,,Nicholas Preston,7/3/2023 1:34am,Nicholas Preston,7/3/2023 1:34am,,984,
Picatinny Mountable External Rechargeable Power Bank – Basic Precision,$104.99,Social media image from basicprecision.com on 2023-07-03 at 1.01.15 AM.jpeg (https://v5.airtableusercontent.com/v1/19/19/1690689600000/92rXZmc8afIRAyHg9Kz0hQ/x20ntDxVQEH8gNF2O2dNB27QY09KUV9Jc7piaeplCcxOAHuf9dLoqSPiNErTulD1ANh3rvzXExPbq6g6t0TEcUJCcZ7fpN6aa9jVePoYWSyQvb_lh5wzNe_YedYJF5Tab74lC-GsmSfqDtDqkIoSz4PVDOSMdXHV2vKP_9utwWg/cdYrBBijLixVYT-JFNtneezdH35UzjwfR1O2Ewyr7h4),https://basicprecision.com/collections/accessories/products/basic-power-kit-picatinny-mountable-external-rechargeable-power-bank-with-connecting-gear-for-thermal-scopes-and-thermal-clip-on-units?variant=41797342003358,,,,,,,,$0.00,,,,Nicholas Preston,7/3/2023 1:01am,Nicholas Preston,7/3/2023 1:01am,,983,
Primary Arms Compact PLxC 1-8x24 FFP Rifle Scope - Illuminated ACSS Raptor M8 Reticle - 5.56 / .308 - Yard,"$1,499.99",,https://www.primaryarms.com/primary-arms-compact-plx-1-8x24mm-ffp-rifle-scope-illuminated-acss-raptor-m8-556-308-reticle,,,,,,weight,,$0.00,,,,Nicholas Preston,7/3/2023 12:27am,Nicholas Preston,7/3/2023 12:27am,,982,
40MM High Capacity Smoke CS/OC Gas Projectile - Pace Defense,,Social media image from reloadableshells.com on 2023-07-02 at 5.22.30 PM.jpeg (https://v5.airtableusercontent.com/v1/19/19/1690689600000/4zFOGrOnUm5viJHp0VNfeg/FrCvIhvNd4fGWhHX9jX9eo3WuPJbPA9dW7ZzzINGFf258pVpr7B933x89ScafGDldldaQzDSoxy17SmSoSCY0c98gBCZmjdRlR7iQeztJheAxFjPGt63ogyzarunjOg2G1ZeYdOEkHL5MiDB9DVSGdRqloTltRpRdYoBRg1t4PY/mS9q3lQOqoZlyAoBHTeOHnqagfxEWb8rPh3hIzUnRhI),https://reloadableshells.com/shop/40mm-high-capacity-smoke-cs-oc-gas-projectile/,,,,,,,,$0.00,,,,Nicholas Preston,7/2/2023 5:22pm,Nicholas Preston,7/2/2023 5:22pm,,981,
New! Dirty Dozen Hornets Nest - 12 Rifled Barrels - Pace Defense,,Social media image from reloadableshells.com on 2023-07-02 at 5.21.41 PM.jpeg (https://v5.airtableusercontent.com/v1/19/19/1690689600000/qElRVqFkxBjNGgHTI2STYw/LjmRAFmJOoy5y6kQEBXYQx2uBPCc0t9ihkuipq7jK9Oi81Z2JZvQzi8m5QBzgZ5pxpqj2cmYniPKJyrHISyN0aEit65YTde3Mfhai98QYQCdkV0PuBhcvFjRS4AIbLK8obtR60cLODBOAa3wqAEtcHUDlfJu_w3nSSCWCW474bg/P46LE4QM28YZhsnxnprse6t--PdSZP4aRNqmOCbaqXM),https://reloadableshells.com/shop/new-dirty-dozen-hornets-nest-12-rifled-barrels/,,,,,,,,$0.00,,,,Nicholas Preston,7/2/2023 5:21pm,Nicholas Preston,7/2/2023 5:21pm,,980,
New! 40MM Judgement Day - Pace Defense,$129.95,Social media image from reloadableshells.com on 2023-07-02 at 5.20.21 PM.jpeg (https://v5.airtableusercontent.com/v1/19/19/1690689600000/UBH37Kg4QCL9L0fX0YXeAw/XBbM7t8yom-Pp7gPnUyrJEnIYHt00FUlfPbPMizoLUFYiulNM8BeUmefis2yMXIyhTnIN4kj5Pi590K0PQP7NU4pCe8RTXd2AlY_KXCB5maeijHsluh-FNcCHHPEbwIB1heQKmFH40klEkrLCqm72huMFqEAS7N_iyZ4ZoXjGQo/8B01xA1lUOZWjJwcirKUb4jaiW7_TcTd94wH0tspqYc),https://reloadableshells.com/shop/40mm-judgement-day/,,,,,,,,$0.00,,,,Nicholas Preston,7/2/2023 5:20pm,Nicholas Preston,7/2/2023 5:20pm,,979,
Wilcox Product | RAPTAR S,"$10,380.00",,https://wilcoxind.com/products/combat-systems/fire-control-systems/product_combat_raptar-s,,,,,,,,$0.00,,,,Nicholas Preston,7/2/2023 12:50am,Nicholas Preston,7/2/2023 12:50am,,978,
alamo 15 trigger |Graves Alamo-15 FRT Trigger for sale,$300.00,Social media image from megatechammunution.com on 2023-07-02 at 12.10.38 AM.jpeg (https://v5.airtableusercontent.com/v1/19/19/1690689600000/6_MBHmQpkITk0Mcndx_wCA/KRBsG5HMdpm22IbUZIuwayinJ2iPTWdk_8BHwVVUAXVHOBadKwiGEEzG1l-CnEjaeNXrbtu7djROI7GKuzoO8qtquIZS_poJqiv69VnQHhuyTXf58hpE09wuu8Ow4tQ5JJhWF1-NcfDeCMdvMTByceFmplSqCOFokbGoLMzUHhM/f21OFFwoYf2XEStYADGZPfPXh3600v7GKsbfg0Iwmsk),https://megatechammunution.com/index.php/product/alamo-15-trigger/,,,,,,,,$0.00,ARAK-Nid,,,Nicholas Preston,7/2/2023 12:10am,Nicholas Preston,7/2/2023 12:10am,,977,
Wraith HD 1080p Digital Rifle Scope w 4-32x50 Magnification,$499.97,Social media image from sightmark.com on 2023-07-01 at 5.56.44 PM.jpeg (https://v5.airtableusercontent.com/v1/19/19/1690689600000/5SQZ1zzV1Cl0K5KFre2PRQ/9DAz6s6GEpHjlXVWag-gPMIhG1U0_8A6qKhmDHzwd51ZI-0a3EK6M9C2Xc5_ydTY_jd9Fa92CG9tNgCwI_QU6OguyWN1AWUz4vWQjaRF7qR2ak-40PHBzjRFN-gyG52G63DVz6OjUcQeY_aOaAuYcH8Cgc1RDQ6w1buauQv2yUE/vXw2TbRVtglIkBnp2-qYH5T-oYVR-uJ4slKlXBqPO7A),https://sightmark.com/products/wraith-hd-4-32x50-digital-riflescope,,,,,,,,$0.00,,,,Nicholas Preston,7/1/2023 5:56pm,Nicholas Preston,7/1/2023 5:56pm,,976,
