Name,Cost,Attachments,URL,Calibers,WeightInOz,Demo,Type,Kind,Notes,Combo,Combo Cost,Builds,Requests,Donations,Created By,Created,Last Modified By,Last Modified,ProductCode,Id,Roles
Eotech Exps3 Red Holosight 4-dots,$729.00,,https://www.opticsplanet.com/eotech-exps3-extreme-xps-red-dot-sight-with-side-button-qd-lever.html,Any,,,,,,,$0.00,Minuteman - Furniture,,,Nicholas Preston,4/29/2022 10:28am,Nicholas Preston,9/7/2022 7:57pm,,467,
Ryker Grip,$74.00,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/MkmXEi9O1JYVAVL7XO2bNg/VXR2ZChqswAqG7QO7DuZYdo_MowxPAciJr1EgpLSQ-bO76viZjgKqjKF1tctj0ertG7h1kmTbGjFVsUHi-DMxCXpFF90sGm1j1yz6WbWwoc/GIJzlOYUBtmf7UoF7l9Bj8iZ7jxoR3gbq7oC8BQRg8o),https://rykerusa.com/,Any,,,,,,,$0.00,"Slytherin (Salazar) Sleeper,Accessories,M-4 Replacement (Budget),DMR/NGSW Replacement (Budget),M-4 GRN Replacement (Budget),Slappy's Sledgehammer","13,51",122,Nicholas Preston,4/28/2022 8:47am,Nicholas Preston,3/8/2023 7:33pm,,163,
Witt Machine Mod 1,,,,,,,,,,,$0.00,,,,Nicholas Preston,4/28/2022 8:44am,Nicholas Preston,4/29/2022 10:19am,,584,
Kydex - Hellcat Holster IWB,$40.00,springfield-hellcat-iwb-kydex-holster-277_2000x.jpg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/qL-k8Bfks4licVKBXlpBAg/i5BH6-cVTQHSckIx_JwmYQnZb3O8ubP4O77yQtpmAiTklXbQnodlgK29ZuqqjkWb1GQanrtb2rRDGSs6SKX2baqwbq2_Zq-SwMIf7aN0-ZfIKNAL7-hOM7uFiBlNHDALDSTyfh6ZbeKjfZRfzn5brw/xE-kE7ppszpYWKwtgunh5nJm4tuhrTY54xJF3u69tRQ),https://www.roundedgear.com/collections/iwb-kydex-holsters/products/springfield-hellcat-iwb-kydex-holster?variant=31217979097140,9mm,,,,,,,$0.00,,,,Anonymous,4/27/2022 7:58am,Anonymous,4/27/2022 7:58am,,587,
"Riflespeed Gas Controls .750""",$200.00,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/qOg_Nt3AONpwQ3uOOPFPIA/kI1Etb1LP0TpMsCUqSCuNKQhlwznli5_YVtrMyDuo_jSv3M4Tw4Wn9keUkTray6_xwcAzRORaPkOPPn-djdjfZrBE007MUmhCzhI6BOtvHc/8rJ2z9kG_L07lgvBFeyOOrB3mT6YfLFaGgf-X2mnOMQ),https://www.riflespeed.com/RIFLESPEED-Gas-Controls_p_12.html,Any,,,,,,,$0.00,"Slytherin (Salazar) Sleeper,The Brass Tacks,Kudu Kannon (Sub Woofer),Slappy's Sledgehammer","13,51","107,122",Anonymous,4/26/2022 6:16am,Nicholas Preston,12/14/2022 9:55pm,,378,
Larue 5.56 Stealth Barrel,$296.00,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/z4cvsl7iOxXQ3PlKvKWmeA/Rk0xsZDO0dgOrkI9sXcpvEtgax3j5WI1tenqDtUQW87_EMIwwa-sO3mdgGV7SPKEGfQP_vUMmGs1EHfnbEkKxdBpTkz2AE6I8uh1umyEbqk/F6onO9KImYlVzUZw0PuqyYpirvqT7EFUzaQWq6KduKc),https://www.larue.com/products/5-56-stealth-barrel-k/,5.56 NATO,,,,,,,$0.00,"Slytherin (Salazar) Sleeper,The Brass Tacks",13,105,Anonymous,4/26/2022 5:59am,Nicholas Preston,5/26/2022 10:58pm,,553,
Micro Brake,$89.00,KeyMicro-1-600x600.jpg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/jhrDpI5li2uPZV71yQYxNQ/JuWIGWgwgoIBHlFUUORbU2NRKMhHWX9xJJOWKm4wDNpYBLdBo4-QDlNdYADBdSEwbVszeXGnqkPZcysOC_lLxRu-h4ooYBAHQkmW6ZVvFm8/pJLaIsiIE3mxErk8tXf3SFULZ0W39QHRWOP6qN-i8JM),https://deadairsilencers.com/product/key-micro-brake/,300 Blackout,,,,,,,$0.00,,,,Anonymous,4/21/2022 7:24am,Anonymous,4/21/2022 7:24am,,598,
Keymicro Adapter,$249.00,0117-600x600.jpg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/DTuwwJOa1VxzSUtk4vIv8w/4OHFE979OqMan4Mh3_jYeH24qKRRwjCD8BLSJYDyLcm-V5Pa1N1UyNeT3p8nvOFzhiKdFvwHyBVrGbr-0rKc07GpWrTUPAoF3hcdJbYEH5I/1qjQmYFzVJgF3110otwvKZ2qSJ4zW4xNM-62wUGrkqM),https://deadairsilencers.com/product/key-micro-adapter/,300 Blackout,,,,,,,$0.00,,,,Anonymous,4/21/2022 7:23am,Anonymous,4/21/2022 7:23am,,599,
Odessa 9 Silencer,$759.00,odessa-9-update-sized_0004_odessa-9-iso.jpg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/Ei5eUHUct0Yk2A_OkaCUNA/rjUkSJShhjYuPUD7WXGYRV5YV9utbPEgHmr-s8hiNmVSc3gmFuK4PCgQi-AJnkPhomz3lqZXtyGaatbsu-ijxrbEaOqgZdn5koULWx9CWm2DmyZeqe-3qRIprmyvjBF4xiCMEZ5Wl2rNcMrB8mrVGw/L8XXQEqSVhaGwG5SfUVa5rfgTbKEqhVMuPIUohPlZA4),https://www.silencershop.com/dead-air-odessa-9.html,"9mm,.22 LR",,,,,,,$0.00,,,,Nicholas Preston,4/21/2022 7:16am,Nicholas Preston,1/28/2023 6:34am,,240,
Holosun IR Laser,$260.00,,https://www.brownells.com/optics-mounting/electronic-sights/laser-sights/ls117-laser-sight-with-qd-mount-prod117503.aspx?avad=194130_f2827a9ad&aid=155690&utm_medium=affiliate&utm_source=Avantlink&utm_content=NA&utm_campaign=155690,Any,,,,,,,$0.00,,,,Anonymous,4/21/2022 3:47am,Anonymous,4/21/2022 3:47am,,602,
"FN 5.56 NATO 16"" Barrel",$320.00,,https://www.brownells.com/rifle-parts/barrel-parts/rifle-barrels/ar-15-m16-5-56x45mm-cold-hammer-forged-barrels-prod71548.aspx?avad=194130_a28171a6d&aid=155690&utm_medium=affiliate&utm_source=Avantlink&utm_content=NA&utm_campaign=155690,5.56 NATO,,,,,,,$0.00,,,,Anonymous,4/18/2022 12:10am,Anonymous,4/18/2022 12:10am,,603,
GEN 3 MCK | MICRO CONVERSION KIT | GLOCK 17/19/19x/20/21/22/23/25/31/32/45,$349.00,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/MyZKiGFOxF1xG66zCYrrOQ/0WYS0hnL7a08d8OPl1mTgMg64-0xeRWrWA2YeMIk3HM8KICf5IOEDrGEb-A-r61FsZpQMusSR1E_Gn3i6AOxxfFhya2PsPIUnch7SzDG0ew/QG-IO26BQXCvYS_nRCiQ-vESwCSmIcnNAFkVX9BV1qs),https://caagearup.com/product/preorder-gen-3-mck-micro-conversion-kit-glock-17-19-19x-22-23-25-31-32-45/,"9mm,10mm",,,,,Glock 21/20!!! ,,$0.00,,,,Anonymous,4/15/2022 11:36pm,Anonymous,4/15/2022 11:36pm,,608,
EOTECH MAGNIFIER G45™ 1-5x,$715.00,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/p8_wwTO9hQTShI7BmKfaLQ/HSyFqdW5w-X4gwuFTrKe--ipoX_EnBM2EFU_JLYwnx1o5zofcwtB7syy1x_M62n-4fpx99K11076cC0QW6LwvppNZCgrCw05bmAKP8nxd_o/wrEUZOVmD9USBk2nLTSBHTNKJ_TPSyrWLN60b8U-VV0),https://www.eotechinc.com/eotech-magnifier-g45,Any,,,,,,,$0.00,"Minuteman - Furniture,Backpack Gun 1 (TA Targets)",,,Anonymous,4/15/2022 11:33pm,Nicholas Preston,8/15/2022 11:54pm,,489,
EOTECH HWS EXPS2™ Green,$769.00,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/AoQNQ14OpF-t_Kis-wceuA/i8uzB9oEeeHK7bQldRT07KdyjrAbe5TxMUGq6BoFZV805No1vJhFOaAFcCbrAnv_4C4AEokjp9KJln1svPuF4UEMBBxJI25B6Uk8maU2AQY/DnXQEuqU_pTJYq5quzA5zkFX6DqYc0GjeHH2FZNFzaI),https://www.opticsplanet.com/v/exps2-0grn-eotech-exps2-holographic-weapon.html,Any,,,,,awww yeah,,$0.00,,,,Anonymous,4/15/2022 11:32pm,Anonymous,4/15/2022 11:32pm,,609,
EOTECH EXPS2 GRN 68MOA RING/1 MOA DOT ,,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/bA6ynebDDE8qLGGKUinr7Q/bk39pfuUYtDRcgfEDMhapvV3v-C_Ph5M8sn73dablpO0gTSq5o458eZn9K2e1vYO1KCwp8UsVH8TAN9i8ky07Mw9D2PBuRL6WEWNf-5M-p4/YNeW8kF4xbwcO7Gh6MlPjLvX3ydKwxYPGKst1kGs5w8),,Any,,,,,,,$0.00,,,,Anonymous,4/15/2022 11:29pm,Nicholas Preston,1/22/2023 2:35am,,293,
B.A.D. Lever - Magpul,$28.00,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/nH3rVv_QUtApAqIJcFMoQA/M6m7Uhhmi4fUbY6OM85kFBHU8YbG1w_huIFrSD32xJpcSrIFkTyzumycCfS18IXWVG_ssCMcW5Fbwp2wiS68krGVgMPNYofC0MrmUs4ZVyg/nrZm4kVqwwAkLbdfri3LjRXLk34X-rnP-2WZXvamjIU),https://www.opticsplanet.com/magpul-industries-b-a-d-lever-mpimag980.html,Any,,,,,,,$0.00,Slappy's Sledgehammer,51,122,Anonymous,4/14/2022 5:04pm,Nicholas Preston,12/14/2022 9:55pm,,379,
Griffin Armament Offset Sights,$175.00,,https://www.opticsplanet.com/griffin-armament-m2-micro-modular-sight-deployment-kit.html,Any,,,,,,,$0.00,,,,Anonymous,4/14/2022 5:03pm,Anonymous,4/14/2022 5:03pm,,615,
"BCM® BFH 14.5"" Mid Length (ENHANCED Light Weight) Upper Receiver Group w/ MCMR-13 Handguard","$1,015.90",,https://bravocompanyusa.com/bcm-bfh-14-5-mid-length-enhanced-light-weight-upper-receiver-group-w-mcmr-13-handguard/,5.56 NATO,,,,,,,$0.00,Rangy RECCE,,,Anonymous,4/14/2022 4:48pm,Nicholas Preston,4/14/2022 5:23pm,,613,
"BCM® BFH 14.5"" Mid Length Upper Receiver Group w/ MCMR-13 Handguard","$1,015.90",,https://bravocompanyusa.com/bcm-bfh-14-5-mid-length-upper-receiver-group-w-mcmr-13-handguard/,5.56 NATO,,,,,,,$0.00,,,,Anonymous,4/14/2022 4:47pm,Anonymous,4/14/2022 4:47pm,,616,
Elftmann Pro Match Trigger 3.5lbs,$214.00,opplanet-elftmann-tactical-elf-match-pro-trigger-with-elf-pro-lock-threaded-mounting-system-curved-match-pro-c-main.jpg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/P-W8A9Ggb4ObYv6DkpP0Eg/jIpnD68FImRGPXCluwtZnPn1WEagnxF3TE3N_1sfqERE_SmIH7AnfXHRO0ifW1t4xsFZVKaf6mbTMOcig54zrxAO4H6Ug_qTtgN2zG8UHld3neO5tUABIB7l6G5arjbuVYevCHkrrV-cRhRtUdC0FqYJ4IxOZiXBmJr1vv-kK2FbgTH77B_WHkCVUzYp2j9A3UbRJmMAE_5tKRtpZ9aHkqAONE8mdFipOpbz4XKfclg/XdOHrLDR_ClE0Jfha0G-T-ITbAa8Y5C27tfqcbJc42Y),https://www.opticsplanet.com/elftmann-tactical-elf-match-pro-trigger-with-elf-pro-lock-threaded-mounting-syst.html,Any,,,Trigger,,AR15/AR10 compatible,,$0.00,"Suggested Extras and Upgrades,The Minuteman,The Brass Tacks,Manchurian Mandate","9,49",121,Nicholas Preston,4/14/2022 4:34pm,Nicholas Preston,12/14/2022 8:43pm,,399,
Ballistic Advantage 5.56 Nato Barrel (Blem),$127.00,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/hoGnjbduoqirAG2A-KumMg/Ck6xq18YESSRW5akk-T1BcshqEPCvtMlgIOiMZxwPbyD999GDtoKe0zQeJ-w6NhjUrMwg1v2fdGMukltPy8e0TnTKwPxUEuyukXp7Sk_v9I/0n9NLjmwXUhF3kyXExSdhy7tUNBW8FimDZMY-Ft7mRs),https://www.ballisticadvantage.com/12-5-5-56-government-profile-carbine-length-ar-15-barrel-modern-series-blem.html,5.56 NATO,,,Barrel,,,,$0.00,,,,Nicholas Preston,4/14/2022 3:50pm,Nicholas Preston,4/14/2022 4:43pm,,617,
"Ballistic Advantage 12.5"" Carbine Length Upper 5.56",$449.00,,https://www.ballisticadvantage.com/12-5-5-56-carbine-length-w-9-ar15-atlas-s-one-m-lok-handguard-complete-upper.html,5.56 NATO,,,Upper,AR-15,,,$0.00,,,,Nicholas Preston,4/14/2022 3:48pm,Nicholas Preston,4/14/2022 3:55pm,,620,
Leupold Mark 5HD 5x25x56,"$2,400.00",,https://www.leupold.com/mark-5hd-5-25x56-m5c3-ffp-tremor-3-riflescope,Any,,,,,,,$0.00,,,,Anonymous,4/14/2022 3:08pm,Anonymous,4/14/2022 3:08pm,,623,
"PSA 7"" 300AAC 1/7 Phosphate 6"" M-Lok Upper - With BCG & Charging Handle",$500.00,,https://palmettostatearmory.com/psa-7-300aac-1-7-phosphate-6-m-lok-upper-with-bcg-charging-handle.html,,,,,,,,$0.00,Prancing Poltergeist,,,Nicholas Preston,4/14/2022 4:09am,Nicholas Preston,4/14/2022 4:09am,,624,
Palmetto State Armory 5.56 NATO Uppers (Search),$400.00,,https://palmettostatearmory.com/ar-15/barreled-upper-assemblies.html?caliber_multi=5.56x45mm+NATO&stock_filter=Show+Only+In+Stock&upper_handguard_type=M-Lok+Rail&upper_rail_length=13.5%22,5.56 NATO,,,,,There's a lot...so I've linked them.,,$0.00,Prancing Poltergeist,,,Nicholas Preston,4/14/2022 4:05am,Nicholas Preston,4/14/2022 5:25pm,,612,
SBA3 Tactical Brace & Buffer - COMBO,$235.94,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/KQ_LviQwk3BBc_6w9Y4liA/ENvPbtKiHHkvs4qhFKZdVAIJoAQ_huODe00m7k3wubNt8147qFOTYnqTTrO0odfMi2lfEL1ANtQ8Z6LIHGasIgEiKK1xX0bhNXPf0DUl2xA/aIL_1g6Mn5DTgUq-eFtni5kuB-SKTY28fuR_NjjjwK0),,Any,0.00,,"BufferTube,Buffer,BufferSpring,Brace",AR-15,,"Danny D Buffer Tube,Tubb Precision AR-15 Stainless Steel Buffer Spring,Daniel Defense Buffer H1,SBA3 PISTOL STABILIZING BRACE 5-POSITION ADJUSTABLE",$235.94,"Flyweight Filly (DIY),Cruise Cannon,Backpack Gun 1 (TA Targets),""""""Giggles"""" (TA Targets)""",27,,Nicholas Preston,4/14/2022 12:12am,Nicholas Preston,8/16/2022 12:12am,,485,
Law Tactical Folding Adapter (BLK),$289.99,opplanet-law-tactical-ar-folding-stock-adapter-gen-3-m-250-012-295-main.jpg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/wmkjY-9ppERF2RVNohUu-w/ClHPRpEcK_4dgFDsWYOGQBLRl2oibOk6Z5DGi--8uOLfSQiMbpGPhesthuASBa5gaR033F1x_dndEGIGqj8NSFL-KJDITPRN-oBNVAyq_Qv7NspJqGVJgtqujvqZ48twe7eT4ArOXyf4Qh58PetXMe2yS-Keku0GpHyHa7RtS_sNDli7-6Z_-vqrLlE_g_kG/ZWXxHEAxDs72NpDg_-geLXUH6hTB1Kmd9FoCQ9CN-Fs),https://www.opticsplanet.com/law-tactical-ar-folding-stock-adapter-gen-3-m.html?_iv_code=2A5-BSA-LTAFSA-99312,Any,,,,,,,$0.00,"Flyweight Filly (DIY),""Zev Striker (ghost, clone)""",,,Nicholas Preston,4/13/2022 10:58pm,Nicholas Preston,6/10/2022 12:58am,,529,
CMMG .22 LR Conversion Kit (high cap),$230.00,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/bRFOnOGcsYrKxHUn81xfSQ/XTlbyi3mOCoUFyLTyooTTWElCUEaC1EeqJoxF8S0qkWyFJspP4wV4Hnc8Sq-LizEf1zw3VRW_qm7xoMOkqF35DCdrCgC44ZPhPxLX_lUj6c/S4YvETnkEPnomVxrX8JuwYvPS8yuaiRg5r50Ee8CJBQ),https://cmmg.com/22lr-ar-conversion-kit-bravo-w-3-magazines-blk,.22 LR,,,"Magazine,BCG",AR-15,,,$0.00,"Suggested Extras and Upgrades,Prancing Poltergeist",,,Nicholas Preston,4/13/2022 10:39pm,Nicholas Preston,4/14/2022 5:26pm,,611,
Faxon 10.5 Pencil Barrel 5.56,$175.00,15A58C10NPQ-001__29612.1493844597.jpg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/9vPu5YgeKN9rH3dMGtelDQ/Y7wOdNxe8--lfbBsTodozAAHEJUO_NO4bXDr76BfER5ZchIEgEyYvcA80zdpwGbwQAcJ4yrS8hXMxSoWMm6tS0RQkYqiYoN_GAxifHe5BDf-QccDEv2H1kr65XJQi-k6/6BnnpAm5iC9YIZXWs0ipGLEuvbVzeqJX3DMW-6ixv68),https://faxonfirearms.com/10-5-pencil-5-56-nato-carbine-length-4150-qpq/,5.56 NATO,,,,,,,$0.00,,,,Nicholas Preston,4/13/2022 4:23am,Nicholas Preston,4/21/2022 9:42am,,590,
"Faxon Pencil 5.56 14.5"" Barrel",$175.00,15A58M14NPQ-001__94692.1558113319.jpg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/tTrHGghYYdl9TMJY4Kz82g/LPfrQv-lvTJVCGMxopJYeJjksfldixaKXK-J0UJsBLdXnd-mgf8h1mGjkGZjddOUxnEWYx2CIzvyrwQDhgZLBOaZb-whelVMjz_w2amF8PexzehIjb-NKpIZoG7KWUeN/_cg1JVmrFjPsGQxZSKVT5JB8qPEsCnk_vRBohlw5Uq0),https://faxonfirearms.com/faxon-14-5-pencil-profile-ar15-barrel-5-56-nato-nitrided/,5.56 NATO,,,Barrel,AR-15,,,$0.00,Kitschy Kestrel (DIY),,,Nicholas Preston,4/13/2022 4:21am,Nicholas Preston,4/21/2022 9:41am,,591,
Fury Titanium Compensator,$138.99,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/wLNjdabJT9yW_yfkJKbNmQ/xFnGYrWbRpRZsmy4H9TNqqfbhO5p2fWDeadDV03Vo70xYGW1uEEQdpTBoonsfYke_VRiVwPl-sSxD6DlV-ZxniOnE5IZ1yzcWZSqlwjTjb0/hYj08VC7pAO49WLipET6NnTNqVvmpjozr38xwh6MQm0),https://codaevolution.com/products/fury-titanium-compensator?variant=37571377692849,"9mm,5.56 NATO,.308",,,,,,,$0.00,,,,Anonymous,4/8/2022 6:55pm,Anonymous,4/8/2022 6:55pm,,640,
Armasight CO-MINI Gen 3 Clip-On Night Vision ,"$4,599.00",,https://www.opticsplanet.com/armasight-co-mini-3-gen-3-mini-day-night-vision-clip-on-system.html,Any,,,,,,,$0.00,,,,Anonymous,4/5/2022 8:29pm,Anonymous,4/5/2022 8:29pm,,641,
Literally the Best Trigger Ever Made,$350.00,,https://liveqordie.com/literally-the-best-trigger-ever-made/#product-configure,Any,,,,,,,$0.00,ARAK-Nid,,,Anonymous,4/5/2022 8:05pm,Nicholas Preston,4/18/2023 4:51am,,83,
Super Yoter C Clip on Thermal,,,https://basicprecision.com/products/super-yoter-c-clip-on-attachment-with-50mm-lens?variant=39747099852958,Any,,,,,,,$0.00,,,,Anonymous,4/5/2022 7:47pm,Anonymous,4/5/2022 7:47pm,,642,
FLIR Breach,"$2,389.00",,https://www.opticsplanet.com/armasight-thermal-imaging-multi-purpose-monocular-flir-boson-320x256-60hz-core-b.html,Any,,,,,,,$0.00,,,,Anonymous,4/2/2022 4:10am,Anonymous,4/2/2022 4:10am,,643,
Apex Tactical Hellcat Trigger,$80.00,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/gTx7rek088HqS-meLi4V1A/hpqWAOeJzLS789zVXOsekfOg0XysQyxIrkPeu3ggUNNzXYJmwybUnQWmCoXJYM97YR3avWUOchVdY1n9UcUDlIL_podt7q4GOPpKJw_t1SY/OxaFy998X6gS69MMQJG9KnMqXvU11X7Lyt_ZjCunxMY),https://www.gunsandammo.com/editorial/springfield-hellcat-trigger-upgrade/392776,9mm,,,,,,,$0.00,"StealthCat (PussyGeist),X-80 Night Sniper Clone",48,110,Anonymous,4/1/2022 10:58pm,Nicholas Preston,4/21/2022 8:07am,,596,
Stern Defense MAG-AD9 AR-15 Glock 9mm/.40 Magazine Conversion Adapter 001-SD MAG-AD9-GLOCK-9AND40-M,,,https://www.opticsplanet.com/stern-defense-mag-ad9-ar-15-glock-9mm-40-magazine-conversion-adapter.html?_iv_code=3JS-CNC-SDMA9-001-SD-9AND40-M,9mm,,,,,AND .40,,$0.00,,,98,Anonymous,4/1/2022 9:46pm,Nicholas Preston,5/26/2022 10:06pm,,555,
" 	 True Precision Springfield Hellcat Threaded Barrel, 9mm, 1-10 Twist, 416R Stainless Steel, Stainless, TP-SHCB-XT ",$157.49,,https://www.opticsplanet.com/true-precision-springfield-hellcat-9mm-threaded-barrel.html?_iv_code=3GM-PTB-SHT672-TP-SHCB-XT,9mm,,,,,Color: StainlessFinish: Satin,,$0.00,,,,Anonymous,4/1/2022 9:46pm,Anonymous,4/1/2022 9:46pm,,654,
"Pelican 1510 Carry On 22x13x9in Wheeled Protector Case, Desert Tan w/ Foam",$209.99,,https://www.opticsplanet.com/v/1510-000-190-pelican-1510-carry-on-22x13x9in.html,Any,,,,, 1510-000-190 Color: Desert TanWheels: Yes,,$0.00,,,,Anonymous,4/1/2022 9:44pm,Anonymous,4/1/2022 9:44pm,,655,
" True Precision Springfield Hellcat Threaded Barrel, 9mm, 1-10 Twist, 416R Stainless Steel, Copper, TP-SHCB-XTC",$189.99,,https://www.opticsplanet.com/true-precision-springfield-hellcat-9mm-threaded-barrel.html?_iv_code=3GM-PTB-SHT672-TP-SHCB-XTC,9mm,,,,,,,$0.00,,,,Anonymous,4/1/2022 9:43pm,Anonymous,4/1/2022 9:43pm,,656,
Springfield Armory GE5077MICRET Hex Wasp Micro Red Dot Sight Springfield Hellcat,$268.49,,https://www.opticsplanet.com/springfield-armory-ge5077micret-hex-wasp-micro-red-dot-sight-springfield-hellcat.html?_iv_code=SG-RD-GE5077MICRET,Any,,,,,,,$0.00,,,,Anonymous,4/1/2022 9:42pm,Nicholas Preston,4/2/2022 2:38am,,645,
"Trijicon RMRcc Sight Adjustable LED Red Dot, 3.25 MOA, Black",$446.99,,https://www.opticsplanet.com/v/3100001-trijicon-rmr-sight-adjustable-led.html,Any,,,,,,,$0.00,,,,Anonymous,4/1/2022 9:41pm,Nicholas Preston,4/21/2022 7:20am,,601,
" Swampfox Sentinel Ultra Compact Micro Red Dot Sight, 1x16mm, 3 MOA Red Dot Reticle, Auto Brightness, Black, SNL00116-RD Color: BlackFinish: Matte",$210.00,,https://www.opticsplanet.com/swampfox-sentinel-1x16-ultra-compact-micro-red-dot.html?_iv_code=3Q9-RD-SNTN-SNL00116-RD,Any,,,,,,,$0.00,,,,Anonymous,4/1/2022 9:40pm,Nicholas Preston,4/21/2022 7:20am,,600,
Swampfox Sentinel Ultra Compact Micro Green Dot Sight,$210.00,opplanet-swampfox-sentinel-1x16-ultra-compact-micro-green-dot-sight-3-moa-dot-reticle-manual-brightness-black-snl00116-gdm-main.jpg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/WooE9OHe4_KyW3RCHvXpbg/1yxgpVMYdQ35ICWTcFtnNLlkqcZROSKIkc6V4x1EpftDY2t3GOq0tsrnqx8HHHHaeC_GNEXY8N_BK2_oteiX8wF8ASAqc-7ZGe9qh_7dnG76dy5MabvU6MuVkfqq3ZwOfmG5Ja48La3_4wgeuYHdgEtjW_x9E8cYkfJaQ7arQSXlbEQF76WUE4E_OC39fZI8Bf3uY2Eey-S1aWdoSXXoI6_AyEoI66ho1GyVRMeN_S4OmhSYciFoTDD-R34lNxhX/LIISjfHJO0vaRY6XgPcX1sheWFX8A1wQrHdOSsgVOXg),https://www.opticsplanet.com/swampfox-sentinel-1x16-ultra-compact-micro-green-dot-sight.html?_iv_code=3Q9-RD-SGDR-SNL00116-GD,Any,,,,,"1x16mm, 3 MOA Green Dot Reticle, Auto Brightness, Black, SNL00116-GD Color: BlackFinish: Matte",,$0.00,"StealthCat (PussyGeist),X-80 Night Sniper Clone",48,112,Anonymous,4/1/2022 9:39pm,Nicholas Preston,4/21/2022 8:18am,,594,
Titanium Forward Assist,$42.00,image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/f5BnyFkRUfPEC_ucPdl5-w/m1UoI9brr5B1B-RElBSnYh7D4UtEGF-w_LMogOZJpnf0_HUcSnELh4mFwZ7MBT3OLW7pIj7-sYBuZZyrcBAmJOSOhX5vvBFNQRalV-BWw3I/uF2_THVtViFQ00NJu1zd6N3C2rnkj4PmXJFL83jt-hA),https://www.opticsplanet.com/v-seven-ultra-light-forward-assist.html?_iv_code=3J2-FRA-V7-120-UL-FOR-A-MINI,,,,,,,,$0.00,Totally Titanium - UPK,,,Nicholas Preston,4/1/2022 9:34pm,Nicholas Preston,4/1/2022 9:36pm,,657,
CZ Shadow 2,"$1,600.00",image.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/uIl1hDoMOyZV9j2I150faQ/J65VkTSnuqjm6X4j-Cfu9-JIBvd7vQi0d0e00MRPCBR2hbVJlFHWWmojsJidjokHP5EFYC8tHcG0o3bcKzpZhb4bcFqb-tgkPOp3vJr0kUU/Cbmlpc1vv83HbfvCO4OT4yPwc0PsGDEHL_2nul7huAM),https://cz-usa.com/product/cz-shadow-2-urban-grey/,9mm,0.00,,,,,,$0.00,,,,Nicholas Preston,4/1/2022 2:52pm,Nicholas Preston,4/1/2022 2:57pm,,658,
STNGR HWK M-Lok Free Float Handguard for AR15/M4 | Up to 10% Off 4.8 Star Rating w/ Free Shipping and Handling,$121.49,Social media image from www.opticsplanet.com on 2022-03-31 at 8.56.07 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/JlRLv1fdSt5Es0x5_agyoQ/kZW3ziliWnfsIoW1EBuic73iaop4xUGn_K3VxAGvPhAp8LBYHsxMsj0HWK9DBJlzxJvOLJ2ZViXNj1ug9nnQ3cEomdzHuns3C4Q_vga2me9XidRvQdL6BmadDGxi_aXK3GulnFuCI6PMaqf1DaZ-IybHoKBCDaGkA3YsUtwxzbk/_coKGPDHLY5oH5U29IvbzMLDfAH7AeDRadjMGimZJIo),https://www.opticsplanet.com/stngr-hwk-m-lok-free-float-handguard-for-ar15-m4.html,,,,,,,,$0.00,,,,Nicholas Preston,3/31/2022 8:56pm,Nicholas Preston,3/31/2022 8:56pm,,659,
