Name,Cost,Attachments,URL,Calibers,WeightInOz,Demo,Type,Kind,Notes,Combo,Combo Cost,Builds,Requests,Donations,Created By,Created,Last Modified By,Last Modified,ProductCode,Id,Roles
Wilcox Product | RAPTAR S,"$10,380.00",,https://wilcoxind.com/products/combat-systems/fire-control-systems/product_combat_raptar-s,,,,,,,,$0.00,,,,Nicholas Preston,7/2/2023 12:50am,Nicholas Preston,7/2/2023 12:50am,,978,
alamo 15 trigger |Graves Alamo-15 FRT Trigger for sale,$300.00,Social media image from megatechammunution.com on 2023-07-02 at 12.10.38 AM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/lTsY5pRauy-aLWLppN1hJQ/MEFnxxuwctAjOE3o6HviSTXvl0cUtugDydIF7kcSjR3S7tX8U1LnBsLn_FzZRJoxOXoc6nwppt3FyaDUvgUbXL4p14yv5T4SbZY_CAUzoRC0BiqnuMoM3Jn5Yef1uLOZtlS1sRyW16NuVWac_zaQ43oBxwLrIL2u58LiutcKSjY/E2XIod0rlrUNahTIB85kKcx0JOBnHomrMZBDPHFFPnM),https://megatechammunution.com/index.php/product/alamo-15-trigger/,,,,,,,,$0.00,ARAK-Nid,,,Nicholas Preston,7/2/2023 12:10am,Nicholas Preston,7/2/2023 12:10am,,977,
Wraith HD 1080p Digital Rifle Scope w 4-32x50 Magnification,$499.97,Social media image from sightmark.com on 2023-07-01 at 5.56.44 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/r_0uwL-xa74x8oLTIgrRrA/4oelv18aQivk_tWQum8Nw-ZlCHj4iuKdnj-OjuoK8wPQesKtDJmFHSovpjQhps33OyiL9nX5bi2e96JvxOTNXLyaPOygzYDDwZqOLzuA_CSSpZX85B2Qs6ykq4DwnMYsAT-RkR2GHgsH3nOfrIWqXegleQaXwCbtd_RMp2_kXZk/94pviQMTXME6F8dFIB-HpQqNDYktudWMMZde1cgGbYA),https://sightmark.com/products/wraith-hd-4-32x50-digital-riflescope,,,,,,,,$0.00,,,,Nicholas Preston,7/1/2023 5:56pm,Nicholas Preston,7/1/2023 5:56pm,,976,
FN M249S 200-Round Soft Ammo Pack – Coyote Brown,,Social media image from gunmagwarehouse.com on 2023-07-01 at 2.47.44 AM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/AZnIgFwyyEqHbrsskbROpw/Q5jQpctcdoH8lfaqxRpJJ3oyhMpQ3W5K-NFH6Rp96TbjDzZnlQYO5b0q5Rh_0Sc7H5HZ3ApkhuCL_I9SkE-ht0_Z3xvd32wSX2qVRK9-5khk5WFQlHtTpt_vZ2qTtAtgk-MX3NU1cWzNacCK5oLX3mKby2I6CHmQd9ECjjW4iaA/yOYLKVR0VVDncmws41c-vdI7nfZkO-Orwo_RulFNcaM),https://gunmagwarehouse.com/fn-m249s-200-round-soft-ammo-pack-coyote-brown.html?queryID=f94278ea52c28a117d9afa6498a66301&objectID=9372&indexName=magento_default_products,,,,,,,,$0.00,,,,Nicholas Preston,7/1/2023 2:47am,Nicholas Preston,7/1/2023 2:47am,FNH Magazines,975,
E-Lander 6.8 SPC AR Magazines - Arm or Ally,$99.00,Social media image from www.armorally.com on 2023-07-01 at 2.44.02 AM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/GUWTNDzeAzG3L2-l9P3iRQ/c_NiTEsy4zM589mlPe727U53Jq9e2VBjPOEeUVJd3dws2jMO1le5FjrjqnoiebvcD34YIfeS6u952RYpF4wYKw2AVF4bQjo2uCctTmiAV_InJ3Fbwd72O5rbvpA1n6vhA1toHelet-NenUZ5w1UCq7or79QWwqzmAxrHTk1ZSig/p35HbDlrjZv-yhX6LjwMVNMA6w6GtWFy5Gd9iZGWY_o),https://www.armorally.com/shop/e-lander-6-8-spc-ar-magazines/,.224 Valkyrie,,,,,24 rnd,,$0.00,,,,Nicholas Preston,7/1/2023 2:44am,Nicholas Preston,7/1/2023 2:44am,,974,
HOGSTER Universal Thermal Attachment | Night Vision Guys,"$3,495.00",Social media image from nightvisionguys.com on 2023-07-01 at 2.37.22 AM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/GJryOvXwEY3MZGGrVBr_Pg/z_6XYu6Cu_EU0ZaNXMFPh10qpzgHSqxHys9rhHL36teKCm227lXXl2uxKcfR-g6UVtKwvr6erfKeKp6k4Do0i0OZpzawBHWoFFWVPUTd9CGYGH0bppzi7zvnKgxWUY_APqFG71oL_cYQcLvBH1u3Yd9VGPuuS9UI8A5_9AK9XGg/wNLed3qG3086Yz5vNLOip8uiFyu7X3RFGFmsMeIrqPY),https://nightvisionguys.com/thermal-devices/hogster-c-universal-ultra-compact-thermal-clip-on-attachment,,,,,,,,$0.00,,,,Nicholas Preston,7/1/2023 2:37am,Nicholas Preston,7/1/2023 2:37am,,973,
The PROTON FXQ Thermal Imaging Front Attachment | Pulsar,,Social media image from www.pulsar-nv.com on 2023-07-01 at 2.34.25 AM.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/gEEp-tOVBWWL-orx6nwnNA/pdA3xW9MfgVT4uO1ilZ6WCH3GYRlXvXG7NL4xeqv6Dd_S7nKV57lm7sMRn8hcL7-xNH5LsoWPPIEFT_qiBVz_E9ihYG0gvpqJonGZgvtT3xhczZ9IkMWHuR8m-Itxo57-yTALD0ZXZkm6ntrNOt2sbqJh_Ez3_-xMojc-MVEyCM/ZFplVzz4z1AWrfv5LZGaBHvr1Vp8r2SzjI4Q5X4EbiM),https://www.pulsar-nv.com/glo/products/33/thermal-imaging-attachments/proton/,,,,,,,,$0.00,,,,Nicholas Preston,7/1/2023 2:34am,Nicholas Preston,7/1/2023 2:34am,,972,
Bering Optics Battery Extender for all Hogsters and Yoters,,Social media image from feraltexasoutdoors.com on 2023-07-01 at 2.30.47 AM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/Qh92n-uaAMvWAq3jspQEOA/UQnnj2FRKKnrDkXXhQS-ALFaBvJx_1ULz0pmQgZOaW7w62Hg9ROze65HKMVFOZlJ8tzZOQD6NXsoBncQPlDU59PZSKecM8_Lq1ofCUikGbwH2-m7kxp6gPq8ayJHLx1YkJyxdiFfMp2f4jlsAnlzCqJJX8P8ORhVC3C40Yd_wh4/BJvTLbEgx4tNav9NIuRjrIq5C8i1uB3tXQmvqyyKw-I),https://feraltexasoutdoors.com/products/bering-optics-battery-extender-all-hogsters-and-yoters?variant=42717712154871,,,,,,,,$0.00,,,,Nicholas Preston,7/1/2023 2:30am,Nicholas Preston,7/1/2023 2:30am,,971,
Pixels on Target VooDoo-S Multi-Mission Thermal Sight – Tactical Night Vision Company,"$17,999.00",Social media image from tnvc.com on 2023-07-01 at 2.19.10 AM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/9ph11nMj7-pm1vGS1miINg/KJv_2xcqsJWBY9ZznMsJxSLOffEQWQnkb4IGs28ZGnMg14qqQ3QE2U3k42rhEAwuyXSokG41Fszt6SCk1PTDZ4aUNZ9NF2rStg7YgdG-ggHerKBvEJ81vv4q_NXAaeihfJ4WyrqEIx-bHUaduo9mwQ/MjXUquFTMkIDeMyZGa5l-XQqfVfVNeHu1VxZoVoueck),https://tnvc.com/shop/pixels-on-target-voodoo-s/,,,,,,,,$0.00,,,,Nicholas Preston,7/1/2023 2:19am,Nicholas Preston,7/1/2023 2:19am,,970,
Infrared Magic Black IR Transparent Paint,,,https://anytimesign.com/infrared_magic_black_ir_transparent_paint.htm,,,,,,find your stuff in the dark,,$0.00,,,,Nicholas Preston,6/30/2023 11:58pm,Nicholas Preston,6/30/2023 11:58pm,,969,
AR15/AR10 Brass Catcher - Operator STD,$239.95,Social media image from www.tacticalbrassrecovery.com on 2023-06-30 at 11.50.34 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/cnIXcXvwYsXv_seMjeBvXg/qPjva8zMIoIQIw9xBekR8l7MZWhuF4WZNJvFjNyy4ilCRUX7cU4RyMxp7YYX8-mH7sK20SVNTsCiGWLJMHJoFWJ0gk0tBFHb7AA2P8slNL7Q7aegOoZEsJLnbqKIXOymlLmDVxDSFTH_zWrRl4SA-TzlRI3o5ULsVjsjQGh1LLJTvToiqodrvcXc2fG8qmRb/kkLbRR-1ZsNu8addywZXcK2Q10rlphACDyzOJgr2Xyw),https://www.tacticalbrassrecovery.com/ar15-ar10-brass-catcher-operator-std/,,,,,,,,$0.00,The Minuteman,9,,Nicholas Preston,6/30/2023 11:50pm,Nicholas Preston,6/30/2023 11:50pm,,968,
SUPER YOTER R 3.0-12.0x50mm Compact Thermal Weapon Sight – Tech Savvy Optics,"$4,595.00",Social media image from techsavvyoptics.com on 2023-06-30 at 11.47.30 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/ooeF-OxBY9iKR6rS4fValA/b1OIdQP4bQsD8lQkNvCLnNbOP1BfexVyx79KaAPBdlDSRb-kijVN8H_7juGBfpYYgdrm7qiOfy_9ITvGo-kyosDGk0-CLURmjVb_cBWnSELRGbkQTDSvdPBtfP6m7M-CSDqVhSwaZ1fhZeob8t8CbAsZfbuVa7Vg5RydsLLZKag/t4yXkL9KWUJYerd7hAHMvbNJeDDw27OHMGc0iV5Nt5c),https://techsavvyoptics.com/product/super-yoter-r-3-0-12-0x50mm-compact-thermal-weapon-sight/,,,,,,"cheapest I could find, but still need to make sure I get the adapter for my 44mm scope",,$0.00,The Minuteman,9,,Nicholas Preston,6/30/2023 11:48pm,Nicholas Preston,6/30/2023 11:48pm,,967,
"Amazon.com : Sig Sauer SOB53101 Bravo5 Prismatic Sight, 5X30MM, 556-762 Horseshoe , Black : Sports & Outdoors",,Image from www.amazon.com on 2023-06-30 at 11.15.06 PM.gif (https://v5.airtableusercontent.com/v1/18/18/1688306400000/xPSmQwwp9weAUWnwWDtF1g/puN_xc3y4QIu2ay0aZ8kl6GoRCpH6U2QVU5BHq-0T2b0UH1LQjMRLt210FWryt4FuNlkmZ3rOTiOykATEXE9z9r92zZGZagvj0shsVznKsfYrSnsSJI4xbx8UuLuzSVUjqwkQIyMcS0TAOxUHH576A/1sllFZ8mrcwPiK_4qf3knUwA5hI6e8lAuVuVyOEshGo),https://www.amazon.com/Sig-Sauer-556-762-Horseshoe-Graphite/dp/B07MTXXP1J/ref=as_li_ss_tl?ie=UTF8&linkCode=sl1&tag=pewpewtac-20&linkId=849cea7b4c0a34a91b9768f9174001c6&language=en_US&th=1,,,,,,"perfectly aligned height for NODS
https://www.pewpewtactical.com/best-prism-scopes/",,$0.00,,,,Nicholas Preston,6/30/2023 11:15pm,Nicholas Preston,6/30/2023 11:15pm,,966,
NEW SLX 5x ACSS AURORA 5.56/308 - YouTube,,Social media image from www.youtube.com on 2023-06-30 at 11.06.57 PM.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/r4hBWp33DIZeBCfAnX3lNA/ajtd14CX1gEToCgQK0eeMlA4ubLVngn6fhRQ4l5Qp0Tbgc10F8WSDu7dIrA28_37hsl4jIKV16_pcbRwibh6Qsi9n3zhgefHdZUHO18jzQ0z_09cboVVVW_bujA5w6UAucfoNJDaNw2tVdOoZQPUIgI2uab95v-InGCGh3hj7Ts/2jeqsLflrVa56mQn98bMCReOYlZcNyoeSkJdJJzy2us),https://www.youtube.com/watch?v=HBmd5jzbjY4,,,,,,THE MIL DOT WOULD BE NICE WHEN IT COMES OUT!!! <3,,$0.00,,,,Nicholas Preston,6/30/2023 11:07pm,Nicholas Preston,6/30/2023 11:07pm,,965,
"X-FER WML KYDEX Holster - Armordillo Concealment, Inc.",$59.95,Social media image from www.armordilloconcealment.com on 2023-06-30 at 10.00.14 PM.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/D5dWCqTzyAP88PR-Ci7x3g/hR55NdNYqPs9ltYzFbN1gGH611qBR7HIH3mRz7YIXGLcoXqH_plU60YP7emqRXEtM5RZWPvk9zSBAblVMGzxdfRnh_aqME02djY-g6wLiZKjPjnuGAySyLuEZCaNUQ_CnLOqIftmxnMi39wqBh0MyXqsF5y-Ark2CqehW52xQ86xnN5O9Tal9I4OgoK3Q56V/Ry9ahZLVi9VLjHmNvzXixypqaad94luW5eq06yMaThg),https://www.armordilloconcealment.com/collections/streamlight-tlr-1-all-variants/products/the-x-fer,,,,,,"IWB, but requires specific lights.",,$0.00,,,,Nicholas Preston,6/30/2023 10:00pm,Nicholas Preston,6/30/2023 10:00pm,,964,
MEAN EndoMag® 9MM | Mean Arms,,,https://www.meanarms.com/products/detail/endomag-9mm,,,,,,,,$0.00,,,,Nicholas Preston,6/30/2023 9:55pm,Nicholas Preston,6/30/2023 9:55pm,,963,
New Products,,,https://www.meanarms.com/new-products,9mm,,,,,,,$0.00,,,,Nicholas Preston,6/30/2023 9:55pm,Nicholas Preston,6/30/2023 9:55pm,,962,
MA Hybrid Fire Control Group | Mean Arms,$99.00,,https://www.meanarms.com/products/detail/ma-hybrid-fire-control-group,,,,,,,,$0.00,,,,Nicholas Preston,6/30/2023 9:55pm,Nicholas Preston,6/30/2023 9:55pm,,961,
Maglula AR-10 .308 / 7.62x51mm Magazine Loader,$25.95,Social media image from gunmagwarehouse.com on 2023-06-30 at 9.39.09 PM.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/qv3EVoZotB2YXjU72y2_GA/u8GJECYzmpajSAfWhAD0ZUPIeG9ERabkSx9Gnh0XihLIIcLPCJsNA46iFq5fvavP8uRvxz1K2cfe2jx47iz0-sXaKtHitMSB0f_FaFgVgBLbq0r96Zk5yDRjD8iseU8L4_dn8izyUMsEgVmO1r04XwEwj9U7PFV9Ddrc8EHkZ7Q/MoptMj03yi_4LasYARW80HRqGxcrLdBBtF6Uu6OQPM4),https://gunmagwarehouse.com/maglula-sr25-dpms-308-7-62x51mm-magazine-loader-and-unloader.html,,,,,,,,$0.00,Slappy's Sledgehammer,51,,Nicholas Preston,6/30/2023 9:39pm,Nicholas Preston,6/30/2023 9:39pm,Maglula Magazine Loaders,960,
Magpul PMAG D-50 AR-10 7.62x51 50-Round Drum Magazine,$127.99,Social media image from gunmagwarehouse.com on 2023-06-30 at 9.38.37 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/CANP9SRcvJNSjQCgUlW-bg/7uj62p-RKB3I2NzpariWBVib-PT48uv_gdBOaDollFiuN4Yd5JDv7QA8XZAGK4Ar2yVAd4QHtpcXjfOcxQH2kzNig-1CA-5hPIgOnhuIDldF55lOf5p2SDsYTmBGJy7wqIgHaLe83Q_UmPXTnrRKwgu3bri9Rd8X3cCZwep8huI/qSOoH05z3wlDTvXMCGEpqUmDgDk7rJCMRGNhj6FsWFY),https://gunmagwarehouse.com/magpul-pmag-d-50-ar-10-7-62x51-50-round-drum-magazine.html,.308,,,,,,,$0.00,Slappy's Sledgehammer,51,,Nicholas Preston,6/30/2023 9:38pm,Nicholas Preston,6/30/2023 9:38pm,Magpul Magazines,959,
AR10 (100)RD .308 Beta C Twin Drum Magazine,$450.00,Social media image from drummagazines.com on 2023-06-30 at 9.33.48 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/dVMrnWgGEaxsuxXaBod28w/ZbEftJCrKXVMR3PfMU2Q4ZGxa7Mu9hb7Hy7KWS08ulF7MjeyRwuuySdYYrUh5S26VhdrsSgzFYN_R9PIg9_LCV20XaH-ndlM9mx7ZTfNYUUXvJnW7V6QvkDuL6G2GU7_c9RbIKdBjqj-gaKern88z-LGT3KFS0FwQGlfKh1UtN4/1D2wJBUNdst3NCtZCz-pBalDjgxdXepC6_9dh1OKYl4),https://drummagazines.com/AR10-100RD-308-Beta-C-Twin-Drum-Magazine_p_450.html,.308,,,,,,,$0.00,,,,Nicholas Preston,6/30/2023 9:34pm,Nicholas Preston,6/30/2023 9:34pm,,958,
"FosTecH Complete 9mm Conversion Kit (Upper, BCG, Charging Handle, Glock Mag, Stern Adapter) – Fostech, Inc.",$499.99,Social media image from fostech.com on 2023-06-26 at 11.46.19 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/ZWWmkKFhzos8ZcAGTceJwA/qO00byO022rNn1vKBoVabGbNmNfM7blFoR2JXLtUmf8R774rWomBNl-TVVCO8vPw5lRigl9TAykvNwiXYqYPqZYE8MK_ePT-Ncgsfe8U2E0qEC9jsIcTNZkPZ5KgIQY9AY7xMUJEHItMWyCDD4L0lnn25vJpkUqpIaUzAVmLmmc/IZ3V1BwVnNkD53Sf1CkBvLFOzQIFb78tD3xslSXwd_A),https://fostech.com/product/fostech-complete-9mm-conversion-kit-upper-bcg-charging-handle-glock-mag-stern-adapter/,9mm,,,,AR-15,,,$0.00,Snoozy Uzi,,,Nicholas Preston,6/26/2023 11:47pm,Nicholas Preston,6/26/2023 11:47pm,,957,
AR-9 3d Printed Lower,$30.00,,,,,,,,,,$0.00,Snoozy Uzi,,,Nicholas Preston,6/26/2023 11:44pm,Nicholas Preston,6/26/2023 11:48pm,,956,
Mark 5HD 7-35x56 M5C3 FFP Tremor 3 | Leupold,"$2,799.99",Social media image from www.leupold.com on 2023-06-26 at 10.22.31 PM.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/P6t50oqq7firztz8tWUo6Q/s57M9ujj_YoyxKHLcAsZ-TMztOO3Ov8KsHY9FCwiMeOAJB9icpygqTSw2hhx--_7nQl8-NBsL0pavbkTrN3zJrhrfLbzEPaRNOj-6WpK479U_aYTgAunXpIPzkEZDf_99v3EYfhxMylQUhsijPgHRuSXZk3fMw5Ti0WLfYGUl9w/TLwZH3UyJ5DL8b4f0LMQRNFLOO641ag_HrzO1bMuJ0U),https://www.leupold.com/mark-5hd-7-35x56-m5c3-ffp-tremor-3-riflescope,,,,,,,,$0.00,,,,Nicholas Preston,6/26/2023 10:22pm,Nicholas Preston,6/26/2023 10:22pm,,955,
Primary Arms PLx Compact 1-8 - YouTube,"$1,499.99",Screenshot of www.youtube.com on 2023-06-25 at 2.39.47 PM.png (https://v5.airtableusercontent.com/v1/18/18/1688306400000/xThPemoqI0lcsFlOqlEEgw/FKVkLR52WN6oelqvfX696oDrhSvJnDQ_pRdlYJFo5jYHd8Yc7lvoz1csxpbWL01aaNrTOvKBTeh1PGExG5-YqR7x0I8HmtH8ukPGdKLDF2NJPWLo6wJz6XZ0SlbO4rjIZz6DKX6GqvJHUkyY8__VSw/Irck6ONF95qCuXfk83znDeAZa4f2NEiZRXGHvHRANsw),https://www.youtube.com/shorts/8gvqgfHBiPY,,,,,,Works nice with the lpvo track zoomie thingie,,$0.00,,,,Nicholas Preston,6/25/2023 2:40pm,Nicholas Preston,6/25/2023 2:40pm,,954,
"FosTecH Complete LOW MASS Bolt Carrier Group (Nickel Boron) – Fostech, Inc.",$245.99,Social media image from fostech.com on 2023-06-25 at 12.47.40 AM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/uuYSaHnJr7O5hXZZfkRVQg/tBU6LynTDuWDRTCSOP5pl-uJEsXyCpBtnBEt5zJY3puNAKhYCKYNzQbzCRE5DVG3nIYfKQPVHxcrmtcccz1g9hGM3ZKVaUaHzcmwz_GRA6qjqjHIgsQbNREFJVSthwnQyrKg-3p8wYk0-E0bdzs1SB1-wri189PzhqVsDEZecd0/f4KG0KIrVFnUP3bQXVwO9HU6aIpjtyE1hTsDLwrGxLA),https://fostech.com/product/fostech-complete-low-mass-bolt-carrier-group-nickel-boron/,,,,,,,,$0.00,,,,Nicholas Preston,6/25/2023 12:47am,Nicholas Preston,6/25/2023 12:47am,,953,
The Scy - Reap Weaponries,$499.99,"Social media image from reapweaponries.com on 2023-06-23 at 11.17.19 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/09W8kwrmZ4BnlKw5P8jYBQ/s8BQDXgAP6b5ajLJ50sD6F7vBnKLAXA9LWdlbTzA_sL2VO5uB6JqNSPjLP0IADv6sWvWlC55s43HAsDtjD3wG-XDi82PFWBKESMqWE-0OBhEpoJjG7uyjkF9kjm_dHy_ZLhmjf80U1It_wC7BsyYQel3k4_tHURsUlC4yvTdtRM/Alubxv2wUyPJzILErycFfizhWUZUWPXbLUwkZUxFAgY),Image from reapweaponries.com on 2023-06-23 at 11.17.35 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/FpGy1yblxbMmC127CglhnQ/Yn3BjG3-vxmtaP_H9aKqo0NYYaz-SeTIZtTdSHwWoEQINcSTF17FQh50--nDeY94x4J1o2gjEvUWFdOQfrxjUe76rLIATTRVojJdWZfSn-jcXgE5uCENpOG_nRUFQtjf1Y9u2KJeRd90kbuxZ4lpFg/cZAiHYvhyhfddfC-43VXAGKHUKgZZGTHVxv0Y4kD5Mg),Image from reapweaponries.com on 2023-06-23 at 11.17.38 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/Jf6heo1_OX9v9m6rswRdOw/-llCjFURxz2f1fDFsxxtfpFf6uJ-DAl90s6QKkaRsbD5UIoKGAmMrT88R-l-ChsrOBaScc-Zj6RW1blJhtmQyedCuuL3pbZILZdLIc0ZgoTyygAb5oczfz7ADxWXK5McCzfnH91d0xTAMu9GNE8i0Q/tOsHokbsoo1bLIVVoGJU2SM79EqAID_YqqFDn8JsTGw)",https://reapweaponries.com/product/scy/,,,,,,Turns an AR15 into a bullpup!,,$0.00,,,,Nicholas Preston,6/23/2023 11:17pm,Nicholas Preston,6/23/2023 11:17pm,,952,
Mag-X - The Ultimate Adapter,$150.00,Social media image from matadorarms.com on 2023-06-23 at 9.05.30 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/7FhIQMQ5F5rXOONRzo81Xg/Q9U0Jjbm7c-FvMXzd3fxsdk4UB88OHtxxvYQ0zFbcN5IxR6Ku4q72uvD1ohlquEbpq7bowU6iUZeF6V2pF-5HaVMLGO92pq9afHLg-BT8r8WsYK8WTxk9nyzpTwuRRRift0U6zAHQQGEObQqsTHWspljhhiuoD2xiuiJkER-FhU/mdfzMQCUocteAWh9AzWNedCzrASVNC1OW4akTswwLBc),https://matadorarms.com/product/matador-arms-mag-x/,9mm,,,,,,,$0.00,,,,Nicholas Preston,6/23/2023 9:05pm,Nicholas Preston,6/23/2023 9:05pm,,951,
MAT-9 9mm AR Upper,$599.00,Social media image from matadorarms.com on 2023-06-23 at 9.04.36 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/70pbR9-AjFFVQ0WghDmpVw/-WA9ggYZcaFE-A2ZI073EB39sL_mdFcT4umiCfR7_TsCxhh_KuerRInyWigcnniiezSvSjWIpWLFejX5I9ykhqP9NqqBMAMBD6EQTnMfrQ_SfFORt9wdSkZZuuQ0LYn4QzEwWSZmdSNtAlYFNVcICSS1U4OsCaPUdkLcBAky_nc/LTV3sVV93etK0-2W5F_OkPbFV4g6xz4lOA0yg-J4nHk),https://matadorarms.com/product/mat-9-9mm-ar-upper/,9mm,,,,,,,$0.00,,,,Nicholas Preston,6/23/2023 9:04pm,Nicholas Preston,6/23/2023 9:04pm,,950,
alamo 15 trigger |Graves Alamo-15 FRT Trigger for sale,$300.00,Social media image from megatechammunution.com on 2023-06-23 at 8.58.06 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/7PXQHh-bKSStut8jNvQWFw/XhR1D2zhn0s1dtgMMh9l9LeU1T1oxECV4hSNKZk1F6BWa4j1igQEettKo8Mlq0iCW3jWLFWoBj1PyNIZvg1XinYIwMe4vTS5JQNrnXZg5zykFTzceMMgGd9l158GooZv3eZB-JfRVfITU90wZgwoFLH0-tvWcQGUcqCeRGEHWQE/IQjPbQk709GcYwvSLPEVvedHtfm3XvyyMdLiKH5w_jQ),https://megatechammunution.com/index.php/product/alamo-15-trigger/,".223,5.56 NATO",,,,,,,$0.00,Snoozy Uzi,,,Nicholas Preston,6/23/2023 8:58pm,Nicholas Preston,6/26/2023 11:44pm,,949,
Scalarworks KICK/03 offset Aimpoint ACRO mount.,$629.00,Social media image from scalarworks.com on 2023-06-21 at 6.30.54 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/1i3Shciph6dNCWM2u66s6g/giHOCNFTZByI8H5FKvM6hWGHsB3qWMLpu1lZ5Y10lyZXleJ9ahkn8NXHDk3vZWInncVoGd6UAc4uPnV7jGyy_Mc-PAur_VbrBEVIbaydo1bJYogTG7f3zbdEfThKfTHcZ9XNuP4YiW0MruTYGV9TFIArrp0FT7AUjY6tMX754F8/7V_t0vWnghdLhj5fGrhjmzFdhuCLimfOGj4dfcqvB1o),https://scalarworks.com/shop/extension-mounts/kick-03/,,,,,,,,$0.00,The Minuteman,9,,Nicholas Preston,6/21/2023 6:31pm,Nicholas Preston,6/21/2023 6:31pm,,948,
Aimpoint Acro P-2 Red Dot Sight – T.REX ARMS,$599.00,Image from www.trex-arms.com on 2023-06-21 at 6.28.06 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/TCI2pq_1aR473WUWadFBfg/rMUcFIZ7cs8rq4-0McBpzjhgQuSCM473O2RgukNzBDFOuorBnJOAWPuX3OJGLZEfe2b0Sb8pIa0kJLGZfXYWmf8qtJ47PDnGy53V1TEjV3KfZJKCUQQFVBp1MGb2CJuw5Lka6D9WUCTFpp2H3Aonbw/qkRYJZK1UcWgCQImN-vx2omtaKFXrWZT2JWK1L1Vxi0),https://www.trex-arms.com/store/Aimpoint-Acro-P-2-Red-Dot-Sight/,,,,,,,,$0.00,The Minuteman,9,,Nicholas Preston,6/21/2023 6:28pm,Nicholas Preston,6/21/2023 6:28pm,,947,
PVS-14 Night Vision Monocular – T.REX ARMS,"$3,800.00","Image from www.trex-arms.com on 2023-06-19 at 11.41.36 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/Y7_6wF632A4wEzZpDuPNug/WvnUJmpjErO3XcgmTQXts_een78wnFdF0UdJI8i26SavcyVLJndkRVul4Y2ZaGi70l0CUSiCN8iiz8ZPGoC526TgwYqcrn94Pugvk1Rg06XOMfGpGsG1-bRDK0z1GXBHyHft8704Wu0i2UvQRKDi-w/iZYNLWa1HpWOx8UACWINGd_oNTq3B-6bE78Gq_0NjEY),Image from www.trex-arms.com on 2023-06-19 at 11.41.41 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/skKrQl32oVIIOASngXm1Iw/16S9ZTd1jcp2DY4eYLvKJg-GZetLcOeOOZPyzirIsTDx9yCx0nkKrr9NGFqV9RxiycYTVUVetix_gDXpIAvi98Ek8tXYKnFas8Q_ajbsGwUhfdpSl3xcjBttJay6XlAod3uy9rbhExWCi0GMXeqEqg/z9e1N1r7mL41qoA9ESuHehjyjodYuxWlioDKlhzGYTA)",https://www.trex-arms.com/store/pvs-14-night-vision-monocular/,,,,,,,,$0.00,Dream Night Vision Setup,,,Nicholas Preston,6/19/2023 11:41pm,Nicholas Preston,7/2/2023 12:06am,,946,
"FN 5.7 Tactical Pistol Barrel | Jarvis, Inc.",$380.00,Social media image from jarvis-custom.com on 2023-06-19 at 11.39.59 PM.jpeg (https://v5.airtableusercontent.com/v1/18/18/1688306400000/2GE0T1ON8wKCKBv6HilR4w/-AzzmAE5ZMZ69QkWJ82BugOHwwQ4I83manWUK4WhZoilkqWoz0-YC04a3mFg6rOcZtMSEnbU8e7mUPqE5LxyKfgXQ8S3wQNZXVvn4Rlr_VIMIfpgBQo5qi_mARoyOnvdRUPAAqTOfWigxvx9id4VPvdluX7xKWtYytVwKUIH-nI/ytQtYotdBISh5f5k7hOBYC3WPAYWhac5vsGXwZIZ_vc),https://jarvis-custom.com/product/fn-5-7-tactical-pistol-barrel/,5.7,,,,,,,$0.00,,,,Nicholas Preston,6/19/2023 11:40pm,Nicholas Preston,6/19/2023 11:40pm,,945,
