Name,Caliber,Total_Cost,Parts,Best_Rounds_For_Build,Zeroes (from Best_Rounds_For_Build),Reasoning,Combos,Weight,Owner,Status,Pics,Requests,Inspiration,Media,Type,Kind,Id,Where to buy
Dream Night Vision Setup,Any,$20788.00,"Mod Armory Bridge - Dovetail Mount - Arkayne,EOTECH On-Gun Laser (OGL),N-Vision NOX18 Thermal Monocular - Arkayne,""Super Yoter-C Thermal Clip-on - Night Goggles.com (50mm, custom)"",PVS-14 Night Vision Monocular – T.REX ARMS,Devtac Ronin | Full Face Ballistic Helmet | NIJ Level IIIA | HUD Avail",224 Valkyrie 60 Grain V-Max Varmint Express 20 Rounds By Hornady,10,"2x iRay RH 25's - one for day optic, one for helmet mount - this provides very quick ID'ing and extremely high situational awareness

PVS-14 + an ECOTI provides maximum detection range, around 1200 yards or so.

ECOTI - Detects signatures of cows out to about 1200 yds.  Overlays perfectly with a PVS-14 for true fusion.

Eotech OGL - Provides what looks to be a lighter weight alternative to the DBAL2 while fixing the issues of bulkiness and providing a beam adjustment, laser and a host of other features.

ModArmory -bridge - the prefered bridge for a PVS-14 and RH25 combo.

Wilcox G24 Mount?  (might need this, maybe other adapters)

Team Wendy Ballistic helmet or Opscor Ballistic Helmet - Maybe good to see what comes out of 2023 shot show and the reviews by people like Hoplopfiel and Garand Thumb.",,0.0,Nick Preston,,"Social media image from arkayne.com on 2023-01-23 at 10.35.17 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/WfsNuDsEiM-PaYKO6OeKOQ/kr3EaohaSlPd2qWyRfhdqdYD7OodjvMKTyN6fEB9aQBRa1wBpF_R-2I3Xeu7ZNec60-7Cq6efS4sungVFaIE1tuBsSxmuibVnj9cnFwtEfLLWkbZox6CshKOghYwmPiagLTN5VNXF5HQcVV88_LD1qpJQgNzGNM8nQ0M2TQdLUeldc6aCA4QjXOmSkfCHitqa73QcpT_f1JkxRRciKzcHg/OoHazD2bBWudj9SokJcnvJQwNwc5-YEfcRNgXRmEKxA),Social media image from www.eotechinc.com on 2023-01-23 at 10.14.43 PM.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/2q14TbHNYYOTy9pLwV4F-Q/tiB5H7-NDLl9VUIHFqHT3Gt1Jf8UXalDPr4MZQmAOUO06HkV6KuZQD8RhLmNgsanquznCA6DTCzAlW6rZccxtu1lXjQ4P-ftgA-UY8ELzRepmr5ZxkGK1xh18blCf-LEDi5jJXF24zdn9VkZ-xaQcE4zcxE9s3TYj2RUozOKgHzybqCa9Z17_KonduGATce0dqF7zBSY4gnAOYEAFpMKrA/-8u8H_MkqBEQb9vc2jz2Tu6eRRmj0GiXEa1c1ECsLgU),Social media image from arkayne.com on 2023-01-23 at 10.33.51 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/odZvPpoIwdJXaETAS0DfWw/GT04O9J8qxnETRHuBYz8IlS_gczUm_8Qym4uBooNNiXxz9ah7V1b3NPFfjupULQiNKG1c1TzS8jHo7jBpywiQnINZY12oGfnd33i71jji8WL8lr0Q2-gtxHBienrJMZtFuuWrKult2JYwq8H5WxE8y56SwEaePOsT9-nqOTrPcdm0JxTvbO9UArILsLmWV4SRSTblg-gT53JphbtXyGyRg/xvyDW_1P6X36gLdaA4WTPfh3PsmgGs6Nk8qtg5QLNkc),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/hsIeMC123O5mTWZ_KhlycA/BxtQ5qEWnvB3RCObt9UK53HBp-_QZYl7xGPE0NgILTec9OucBOxlRbBI4BXywGq7pCqDv5m3X-NO1ZJZGS-CthfuwXvMQOLe3hLMI121XCfbtnrTTlFji-UWxqqOTA1nsGpiENtPjgPRp1_NtU0DEg/BSpOVx-WSIE38-Oz354UwGnS3ajFO9k-8Ii2n7ZrB6U),Image from www.trex-arms.com on 2023-06-19 at 11.41.36 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/vhFcuSgRFySulQ2Ts2ox2Q/P34E2L2f-nPIwngdTVVfoDWMDFopAmwH6i4pz8xAZ2ploL38NzB1IE1iQrs9_bziw27lbgUrB6gzOEp0Spty2VFb4ugn3tn3v7LaPzEZZSLwC6Fr89rM_Y4nTWy2-6ce6p6z43o41ZdOH1XQLWrbMSfmPn0YD6yMJx0XHC5NR1l0w9RRvizd2OGqh3os3Xp-CWhOFKriKgGMxKyG0IDEcg/oFfxZUKxKg7fxdvKk5P1ahv1vkHXzIRDEUytMXUqz5I),Image from www.trex-arms.com on 2023-06-19 at 11.41.41 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/r2M7LQB4yOAvP4_XcJNaIQ/ccZTKRCNJlwPaOlJ9oHL4QRyl9DKAxTdzWaQsNyPWLOlni66nff_0YbYahnh9WtSPKkwjEu_XJ8_9s2p64-sswCVgGtIdt_hPiYUqrrXy9KG4HyBjJOwy-QnEqSPL5GA9yl0t-B2CJ5qixSXUo-lXqPrLW67ThJQcMeb9rK4lZ3nMAfkIuINdF3VR6vWkxfv1swUqHD3UwSSdgIPQp4s4A/DIk4I7E0ji7ezEEYnm641eIrZUBLUz23KBzFa0vUevw),Social media image from www.atomicdefense.com on 2023-06-18 at 1.21.19 AM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/WLJuJpbi4yOV3vO4bdIGNA/PxyQBDVVVShqHV4Z7vNhcfcbjjqt66KqP6t9WgDrLbocn8-4i6sdtlG4o1Htf82FiQD4laHCFP0TKxXVR9PG73DVwHAlCsbSU6UR4x2S1uYQ6Y0IvXxmMUrfSGa4QQh9DqY2MXrRMXz1qVlLNe1zFBTZx-5ljamR6lEbYksDhypFDPZdbJX0DD2NrybZkybfU6Rn9csTNWZVOAJOi7o15iFl7f9_wxvLcMgW0-kD668/9o2iMZP1susqrHT32RVJZi1H2tnyNofmQffLPX65LNc)",,,,,,74,
The Minuteman,Any,$11604.81,"UBR Silent Capture Spring Combo,Leo Takedown,Law Tactical - Folding Stock Adapter (FDE),80% Arms Billet Lower (Blemished),V7 Enlightened Upper Receiver,Totally Titanium - LPK,Elftmann Pro Match Trigger 3.5lbs,Walker Defense Titanium BCG,Faxon ARAK-21 7.62x39 Ambi Upper Receiver - Quick Ship,Throw Lever - Mark 6 | Leupold,Sentry Strap - NeoMag,LIGHTWEIGHT M-LOK QD SLING MOUNT,""ODIN Gear Suppressor Mirage Cover. Mitigate suppressor mirage with our three-layer constructed, made in the U.S.A, suppressor cover."",Aimpoint Acro P-2 Red Dot Sight – T.REX ARMS,Scalarworks PEAK/02 folding iron sights for AR15 rifles.,Scalarworks KICK/02 offset Trijicon RMR mount.,Scalarworks KICK/03 offset Aimpoint ACRO mount.,SUPER YOTER R 3.0-12.0x50mm Compact Thermal Weapon Sight – Tech Savvy Optics,AR15/AR10 Brass Catcher - Operator STD,Throw Lever - Mark 6 | Leupold,Proof Research 6 ARC AR Type Carbon Fiber Barrel | 6 ARC",,,Lower based on A180 Platform,"Magpul Ubr Mk 2,JP Rifles Gen2 AR15 Silent Captured Spring Kit - H2,V-Seven Titanium Pivot Pins,Titanium Ambi Selector,Titanium Buffer Retainer,Ionbond Diamond Mag Release Titanium,V-Seven Takedown Pin Detent and Spring Kit,Titanium Bolt Catch,Titanium Combo Pack (Castle Nut and QD Mount)",3.7,Nick Preston,Complete,"image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/RgPjx4k81fkKl66s8wvV-w/e0lGzoEKQEg5pQ3NYUqj5aaF5vfNYSq8YOGcdLkfYbkcS8nGJ_ORvwRGSI8F_RS801lnl5aZKBtH4cE_TkJYibD7WE5YYXgR1z5ZVyInBdnTro3aGHXNpsZPRzDX1XX_OfRm9YMvB66edDmLEl1u2Q/1sxRAwVW50xE0xO187GyiPqNsUH9AltZYK-8NE_dZPU),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/KC0bdLgC4_v9tlvWz61dXQ/Kc1A31IWpzkWOiXiYca4X9gMUdKBUZn1w1Sr-F2RdtxXsXdtKkyDVxyy2ZuR3ynnr84wUyRXvDqOCW-nGY_WxP0OkFbnxuLv_UA8xv4J0aJUK9LKTm5BgB1tAAm0YjXpa4XyM0kLOcmCRGJTLQP9PQ/PkEUWN7gCvTLiL5Ygnyh-v7lPvR88vVV_CusGhQ8iFQ),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/64RADHnWJgfsSwTw6WqnbA/dw8BFZLr1knW2TTsAewdtiPPBWBmuOrC8pndas7j8tPRjH3FnQiy11FPod0bISl1cvJbH3sRyrKDR7nK29IUEnkIvVUwaTLgOLUkou0IgxA7fsGrycdZJ8tH2xKs0570knKV3I50_mCpwdS1vUwvJA/5Iz-iYLCWA5Tg_IQRPgrErg6C6gg_-wWVxHcdKjLcxg),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/cFM8UH9g_FoOcEqGPjLNEA/YpXaX-8efWe7ctzcOGc2esjksjjc4WkKTjquzPB-RxEKfAl5KRJy1GRZDSembaja0gU62O46HP7JBorx8pFWnYND4ePz4EDDzm0LRNrkoZfubPapri5yWJ8H2LITxpAPy2yF1FtaMbmf0pvLffCZIA/IDv0VCUX5miyYSt3M2ohYDCzvIQ9jfZ_noLxtqUSGRM),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/udKT_tpDg8LuwHftXVtz4g/fkNNHSaB2KWQrtg_7kqfreuRUl3994JqQCKdARHz2vC9G-GGrR8heE9dfwjiFzyLTEWKCbE9c5STs0EaMX6DZnTHB3dhKokYIvu8v6gyemRlDgRFBIrhfwBJ4nipLQ5c12RpGRfbm8c9GgOt6zMUVw/OiOglXwODEey_MR2DIG2O_lTjE3XbTjrB1Pi6sjSUKA),opplanet-elftmann-tactical-elf-match-pro-trigger-with-elf-pro-lock-threaded-mounting-system-curved-match-pro-c-main.jpg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/AMNB-bATLTUYBKAB2aq5rQ/kq2XJAdE5fWW8812PhGv-SWg5LQJx851HwIez_qYcJl_Ooccj1TZA4M_7PvIrBkU3DEKB6UjgXjtTAvjytLxgUX8icJ2pmwahD6NLUnSNOZa8ePjDRoHHYiU-LTLBgVGRladVZi3hlg-MelGEsvfXgqiojjT96Mj4BDYgeDkfuuHrXBQ53OFsl04P_8Afl36_EZzW2fZXAbDNSyCovXAu0qVDRD_a_mK9plcs1aHynkpWar70_75uE0qaq1bVCak8F0kNASqJP9c79EhFVrQ6l3nWj3KWoH-rPv7DiXb_GI/GGstvS4VPFnr92PilUX0nqW-97XmkJYdJzFHPYXllKw),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/FZJUtD5Rqj4ltWtV8WZOOA/c1LXoW_UVMturh9Znd69Sqa02JSfAIJCGVJaSF_c1teYaMsPDGlmvlWUsCxYGWDoeAA1I6mEEB_Z2EFbXQtOZVvwNyvPxbl3YvsJo4cJyqSSRf23vyuMB4I9N9iG_MNXiO6qNjPE0GB9eJlKqEknSw/b53kPlRdZmqWEFzm43sWcJw5yp5aThmylK1mlyXa35U),Social media image from faxonfirearms.com on 2023-04-13 at 11.18.50 AM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/fQe2dbwNtptRuEE0bN9GAg/Ii--tPZjCp1M7PMTpsWD1VSPYWcIcwdIN4dL48P3qTfBM3D8tt558N8NtXV7LiuFAEXdd2Ld0uqh7IzQyDJy0rG0dBZMys4l3xHso3wU2rakgXL305rBfuHY70G_jUyy3PnwwbbqLlkk0JeSKg9UTs9diE-ugfTIRZ_jeJSu-x07Es2pEdch0F1QgsD474ZfyXY7UaURSBXBa8deNW8GXQ/19trQPJxTbnOnadcMIPDuMNTQZPJ37oyQ3piiQurJ5E),Social media image from www.leupold.com on 2023-04-24 at 12.23.02 AM.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/i13huiBzXYiOrJZJNIUPpg/FD_1stdWqaGP9Bvvwt_S7XWK0Ws1i0heyJVvEe_GWVafIR_Me7aZ_3f7Ooc4Y0-wQKlf2k64NLw-EYViIoTBYLS7iPVDqyucmgTfPsilVNNTi0JszK8Mn1XlElp0sJ213xOV8B1Raj3_9IMciNuJY8g7TT19MeA6RebZ7b4Swxd9gfkLIZXoEBJWgR7t698Ni6M4eULscs7hdiKDExmRHw/I5Cx1X99KdAZ9Kv2PDc3is0QIO6chMPelQgmSEHNB_o),Social media image from theneomag.com on 2023-04-27 at 2.21.09 AM.gif (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/ooZGwbCgPN-hZ7tquYGj8A/mcZoNtONXK9IYvWHS78ureXGeSIgfPeZXF3TDSDW44s0hy7g5B9_yogU92xf6HDQBIDK8woDMv4rCsOLaFagaHhD040DzaxRAJ1Zdi2TmxWHEoR6AmGIjbkmkAGtPVa2dtJweDlOK22MfGothyMpIUrLOPEtw0pD_Z2hKtwdzuRNdQgV0KJgqS7KcxjRwRrvIHFs8FGcMpYeGImyc4ldhA/SP0_zpiUqIIRUR0w57PKR8wN-QhiZK8EANRQ2EhhJQc),Social media image from www.vsevenweaponsystems.com on 2023-04-28 at 4.08.43 AM.webp (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/VU2nYBGOUExzevmSrlpZgg/GSwvTuz_erbnUKUNIOmX8U6FTCcw3svwlZvNvxdNc6jdFvDIErcfftisl6SzSdyahezn2B1mFBrxmRGRaSTCq6yFhFR4-mES9_sw669NmIBnNqPYMiDBjZiO4BPcxPygVS4K7APsPKye6g7dq2YSHAiJoIdcbeD66YILIyBNpiWrITlIIW49ro0BCnfKLAps-dDf6sbjvc8PWCvbqH1cFyFAd9jIonsLkxcxFqj_wtA/TEwPZJlTOKZvSbn8-_jkN1Z0OS8l4YDJwtB2iyTsjTE),Social media image from www.odinworks.com on 2023-06-13 at 6.43.03 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/7SW2zPYqSAAaAYnyEXEriw/Jsq1jiWlpHRvgco0VMXRFauZO284Yu8TTcf7EuGwCVKfQgRHV0cVGkEw1STTmJRag2mXMD0aWXY2a4eWfuTFBTWbFfEZTdmoFCmGzq2zDfsf6IcylhlXqAw8V8boVd7vzT-HKAEpiZocDINKwqpUgYdbrie95ZzP3lmnV0BuzVxQwJ-ZavlwGyp0g0OuaxR9Nd-6O75i60jx-_Yy-WLEGg/QVSq0i-x0l5eWNii_GNYDYQEybs4D4qo432KfiWkTSg),Image from www.trex-arms.com on 2023-06-21 at 6.28.06 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/__ETUSBvVD6lv0zRGYtP5A/o0bF-mrsJiWt8SQomm46kZEo29D14P_vD9gSw5Cv7VhPbVJAjKrdm-rldjvtZoHcAR9043sCXo_pw-kSB2M0XfJK53VKjPQkIUPuNXTgshFz9Z1_lYnOSBviNlOcqNKx_cJqk3qttbrKzb73B4at736Q0jhvbKzPq5TXAoZQsgohjaenirKwOyndbDz-WItUHlwfr6BscZGaFWXdNwzTZg/Ed3-WqG33wg5NI6R3R-ppXWV9UIFqkSANSmi-nc8CSA),Social media image from scalarworks.com on 2022-12-13 at 1.06.31 AM.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/MLm6qItKOVNFNQEFT1W4Hg/jKUor8KuyQ0kEM5ap-Acq1nIEtzv2Dy_xj1akA01_Y_HxK-dUB8fjKXy9vtrRQDnshCS8RthXHzPrzzHIYim39bvyGdg1pANc66A42qo-w2MBqeI5tY_pKUhrW0Semjo-4OJCIaUz-N9cnvKc74VXP4qmdrhdLWA_P_NgvKbVuF_FPJlIS4JafdhJdqOdv1gFJ_nIebSG5RRshoDhLnMmQ/V3lfQOANm9KcLLbULkm6cJDNJcfaqVCUa1slG3JRJDo),Image from scalarworks.com on 2022-12-13 at 1.05.50 AM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/ilruC3cXxgeLUWrjdU9TVg/lHxfO7vbH3XY2evDxHW-QhxVAafJpZWCRvv5yK8jrqfxSq9ayR-IeVnHn_fgR2qkgKXAcbJ2btnf9TtEGCB_0iAlKd-pWHneVb2m_FXssRYlKu0f5qstQPyT5o9iCRHe3Uz9lEWa1JNFbVoYzXkXExhfVuiUE01Z5zL4L90f0LRfK6jxkuwgznxiWsNdd83s/dyFAVtQQl56NEXzUoK-VhZz8CaaQ7v2lhSFXW4ucT8E),Social media image from scalarworks.com on 2023-06-21 at 6.30.54 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/s8S5Id7S5yS8K4t6ppe8Ug/77s0VpJ-oIdwId8vCM0cMA3MM1FK0BPZnzF7ojnx2mbOiGF2yR5O2N2iS0iszF60ELfQ8U7NCSf4AU3on5GfWgBkGtKUZ562wxsN0PYB6QvM5p5E1SBnwsEOrnhQQ0glSVUyEGhaNfIR8TcsAKpGgUObXA-zHoqRCIw6UCHzmqcjvWCdg4qsHBtGTI8PBc3tGjrjNBjo-loyN6fVNRR-lw/HQP07Od0QESMhtxgtagQHQ4J26z0Xcf4yrXOMsadCCI),Social media image from techsavvyoptics.com on 2023-06-30 at 11.47.30 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/0V_xtExthUQG1o1O9mywmA/Y4JiPBZl5YMWarqfhL7mLoEE1GOBOI3HPlOFNWgCjpdPkRWl51HV18PjowaSY6foEfK3jzkO_qUW3CLKpUh2ucif2vhU8JJwvBk7O1arC1NXi4iRteMm97j74DuBfzBshG63vHLrqRPlM2_EbSNkoeEiXw0AJcf_wVOtnfMuulm38kK5sIdYgVuDguLdim5QBYc87wwIKoo5qLBm21uxqw/7vOjCpwrHIOOimThzPECe7Irsrar3-vprB-SdELDIgs),Social media image from www.tacticalbrassrecovery.com on 2023-06-30 at 11.50.34 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/k4-NsM_9zVr8KAYNhpYUnA/SXcuKJeJ7SOTK0hEi24SKQyOTb_dNSWkTw2m-_ckw7KB3VjCL1NsHp8_i_0dQEVMcL1McaQWIShOZQX37JGrHU6NdFh7t47ESKJQX_v0-nG86iXyoSLqe4RRW_Og3VJ7VsS-RU77MWNb4nDrT0xgXbFSsgLSui1x6-ZcB6KZFzY7rKMIa1H-l7RwjdvFDl8U9SEZF3VQusvN1UVZpQyFVAnAjZAxrey_58OEsppTBXo/Dv9o6sXk3jAPjVDPv79ncYPQToIuAsagK9qWkOysx_c),Social media image from www.leupold.com on 2022-11-22 at 10.39.58 PM.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/Dlf6kYXisRv0PMPnHRvyPg/kyyYuHfTU7h0cI4IE9QHsMH0m1ElEbknJzPf8G6afp3fCRtczg28sDsoUAewN3uZ9UBqvMXLq5GopGFSLaBgb8pG1Rzr0719dcW-9Xmd7y5za1AQMKcf0_zMGLzIfEI9q9egAqel6mdKAz3tMWcPzuL8CmYZXaQG0D4hY6dLfza2lEVUNPxRjgTQUFVNEjShXAnld9AT9qdbg-aiUnj9iA/va5XVLe6QU1zhq0vtI_WDPtFvDpvvIqD_jrtOxJQ2Bw),Social media image from www.kenziesoptics.com on 2023-08-22 at 9.11.02 PM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/GjQ28RDz0rt5OOV_6IGf3A/H1-zbeqJPvEh0MVF6EWXTPWFd9CSiw92umWIHCxsXpZyDTCBpwwT7hClxQm_CGUmUrTO8QAr39K32V3S-UML08a5CtLG3yq-aWRqyOQtqw-ALXOJBIyk9wFDnVho9tRCwcAkfn8fxKgF5MbfhYcSSi_b5z3xldWFekQiBKRoqgdFjO-9ekf_ZQ-k60cePiTZ-Pys8NmrVQ29NNg_yZ6bM8vHY69WWK-qo2wTIYo3ABg/wcvW7L9QH5ZR2WDb3p-EQLyyTXpnLeVJYEbFGsntzAc)",9,,,Lower,,34,
Minuteman - Furniture,Any,$8632.99,"Eotech Exps3 Red Holosight 4-dots,EOTECH MAGNIFIER G45™ 1-5x,Dead Air - Wolfman,Hard Charger - Devil Dog Concepts,Vortex Viper PST 1-6x,Warne Quick Detach Scope Mounts Gen II,Sling Devil,VTAC Upgraded (Metal) Sling,iray Thermal Monocular RH25",,,,,0.3,Nick Preston,,"image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/O00Ss06fJWDL83y3ZZITVw/mAIuZrYZn6rfG6dn1E3byiEBTmsyzEGpQ88KZTnZhSYZFRsK7oe9CQBY6lieWWqm2dbH15Lv3Gtgbqe4lAgY1H6PCTEGHKCTpSoV1f1ooZoNdMw5nR7bf1Jk5wfEv4556ubYosql6yddkruDrvY86w/GUMn5TCiYT0C1zkK1w2O6HMiNEnLGmbTayY8vsfJyc0),Wolfman-main-pic2.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/5_0MPfVJZwgTs2xAMGAcuQ/la1bF-YuJ8yfA-U2MFTEZcPhvA-_PsapqH9BIBhD7BhGABfrtu7cQxIHgix4tMiKA1MBC3IhlZBlU6yZ0iKDaBVMIYswNUILpkHnXaUW9_mPuC0sH3t-uQVVfHLwcC59ASiZxIfZ2u_2MEBoO8fA243wQ-thtRalr_MMrgvMs0Q/Yuu9V007lHo7WGw6NUJDIrK8ouoaT-z1IhhPMH--tkk),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/eUBKA8eosKnKwNnbTjdBVA/hTdLm9WQ9K-JcJyW_O1pkw8Vsbsv3N99xy0dvwdAs3G9UdEqHbPlK8NvNxUoMSwEsmzetU2QZZzs68CAUbFMogohX9S_4E6Wnc1JfPds1yrLRJUExXbGqsKtiQG8lDzIy-0APfkKjwWl8A6BHjnxnA/fItckw9AMZUh8IB1eIdDL1MQruDv33g4VBjWrGxLBaY),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/P7E-kKdIslDvaw1omF0sgw/zm8zY856My4O0xflh5GpW1-asxsLWmSjNcRdmcGTDWmB5Yp4v5i8VY9qS2Ai6UMIKVjJDB_LJAxqwe0vKPtrZQFQ_Pkm-LzUZqL9DaKAqcc76hw9-tQzgV5UULfOVW0uzhrEI0dzdX73XD1ZHavC4A/LfaZO7YLWhTW68hcSnBHbq8p3TVji_czUnldyOjvDTg),image.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/JcILrSEyMNXPgrd9u4PIyw/MJXESEL9HmDU3iQxV8dMstgF8HNhE9Wf1gkGIOEJNkW-lJoxgKySVD5urmIApaXWRMVQUQTrzD8o_lT1-9fj_fzrR4c_t3GeHe_57-PJLAohMAwawqFZXsvs3RsLx4mF72SxjfsJDrQkuNoVCc9Nmg/KQIItuezumybEQRENyTSUXt4684YBCk1L3dsn407-d0)",,,,,,51,
Israeli Sniper Clone,308 / 7.62x51,$4839.99,"Scalarworks LEAP/09 34mm Scope QD Mount – T.REX ARMS,Mark 6 3-18x44 M5C2 Illum. FFP Tremor 3 | Leupold",,,,,0.0,Nick Preston,,"Image from www.trex-arms.com on 2022-11-18 at 12.51.35 AM.jpeg (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/i1W89t42nL8zd3-JkWgh6A/OzO1Yx5puS81TgGtjQqlELxsy5yPH20bxmfyrhB7VO8UlT_dZ0n5LaPOax2Rjx3p9T_lYJUFlI2NjzNm3P1ztasjMo4x8sTLAjV3SGQQcb59BIUr7aSFAKmxmuuAneJFnw0opOnsKLWg8O8Y8eFx4p69AK18fJG_n68jHkRdJhg7lwTwK0BdRUeBp1kQpIa8eGKn0M1mw3DN9YCucXVXCA/4nlJP5AQO0RhCbmO9Ysyljxaqoc6ergS1JQTsvSlg30),Social media image from www.leupold.com on 2022-11-06 at 4.32.58 PM.png (https://v5.airtableusercontent.com/v3/u/27/27/1712059200000/H76PJ5dXAi4W92jRSzzvZw/Bww3cGw_TTlld0cMzB-xakJ-QTPy3-PeWZnVI_68NiJenBleZQI9UWmdsb6hukedyWVjA8RmZqdQ_N1P4baOmQcg3NmIVOj7bON0Pm_WHF5aWUuosyVY3NTB_5n0p41IvwGALNEl5uQ2fcaqvCT8MPVPdbxBPaHFU5bsaG2v1rOa17aazfCBgiYWlI45T3bS5YuWyLde6NTY0FokDV03VQ/2zgKfKsYhiyOauj9bQ_XSlS3FuHoz2OM7ZwvM-hxTWo)",,,,,,64,
